Division ID,Place,Points,Name,PDGA Number,Rating,Par,Rd1,Rd1 Rating,Rd1 Layout,Rd2,Rd2 Rating,Rd2 Layout,Rd3,Rd3 Rating,Rd3 Layout,Total
MA1,4,45.00,Ewan Penman,205573,902,-9,53,911,56,50,948,56,103,,,
MA1,5,40.00,Graham McGill,171402,896,-6,51,936,56,55,887,56,106,,,
MA1,6,35.00,Chris Bialecki,,,-5,54,899,56,53,911,56,107,,,
MA1,7,30.00,Sean Craig,137639,919,-4,54,899,56,54,899,56,108,,,
MA1,8,25.00,Jake Walpole,124575,912,-3,55,887,56,54,899,56,109,,,
MA1,8,25.00,Isaac McCauley,182219,890,-3,55,887,56,54,899,56,109,,,
MA1,8,25.00,Patrick McGeough,176105,887,-3,54,899,56,55,887,56,109,,,
MA1,8,25.00,Matt Davis,197725,928,-3,51,936,56,58,850,56,109,,,
MA1,12,5.00,Andrew Coulter,184370,858,-2,57,862,56,53,911,56,110,,,
FA1,1,12.00,Bronagh Murray,236950,647,+29,69,715,56,72,678,56,141,,,
FA1,2,9.00,Aobh Sharvin,148934,673,+35,69,715,56,78,604,56,147,,,
FA1,3,6.00,Corey Hanna,251491,573,+40,77,617,56,75,641,56,152,,,
FA1,4,3.00,Leannae Dowey,,,+101,105,273,56,108,236,56,213,,,
MA2,1,36.00,Ritchie Gardner,205247,881,-4,53,911,56,55,887,56,108,,,
MA2,2,32.00,Peter Campbell,180867,858,-2,53,911,56,57,862,56,110,,,
MA2,3,28.00,Markus Condren,257867,840,+1,56,875,56,57,862,56,113,,,
MA2,4,24.00,Peter Morrison,188781,850,+4,58,850,56,58,850,56,116,,,
MA2,4,24.00,Harry McCallum,153637,866,+4,55,887,56,61,813,56,116,,,
MA2,6,16.00,Pádraig Mulholland,178970,847,+7,59,838,56,60,825,56,119,,,
MA2,7,12.00,Evan Vellis,125510,844,+9,58,850,56,63,789,56,121,,,
MA2,8,8.00,Nate Yarr,118432,825,+10,59,838,56,63,789,56,122,,,
MA2,9,4.00,Andrew Janes,153413,835,+16,65,764,56,63,789,56,128,,,
MA3,1,45.00,Ross Brown,239336,852,+1,55,887,56,58,850,56,113,,,
MA3,2,42.00,Alan Hogg,221136,824,+3,56,875,56,59,838,56,115,,,
MA3,3,39.00,Alec Schmidt,245596,841,+4,56,875,56,60,825,56,116,,,
MA3,4,36.00,Kristopher Glen,228499,803,+9,61,813,56,60,825,56,121,,,
MA3,4,36.00,Jason Glen,226786,813,+9,60,825,56,61,813,56,121,,,
MA3,6,30.00,Neil Gordan,,,+10,60,825,56,62,801,56,122,,,
MA3,7,27.00,David Finley,188784,813,+11,60,825,56,63,789,56,123,,,
MA3,8,24.00,Jonathan Workman,,,+14,61,813,56,65,764,56,126,,,
MA3,9,21.00,Brian Rainey,185961,723,+20,64,776,56,68,727,56,132,,,
MA3,10,18.00,Marc Boyd,,,+24,65,764,56,71,690,56,136,,,
MA3,11,15.00,Thoren Long,,,+26,69,715,56,69,715,56,138,,,
MA3,12,12.00,Pádraig Ó Gráda,237396,712,+28,71,690,56,69,715,56,140,,,
MA3,13,9.00,Tobi Bialecki,,,+30,68,727,56,74,653,56,142,,,
MA3,14,6.00,Richard Thompson,,,+81,96,383,56,97,371,56,193,,,
MA3,15,0.00,Sean Henry,,,,83,543,56,888,,56,DNF,,,

Event: Scottish National Championships
MPO,1,67.50,Charlie O'Brien,52595,985,-27,60,985,63,53,1043,63,51,1044,65,164
MPO,2,60.00,Joe O'Brien,64002,1005,-9,62,969,63,56,1018,63,64,930,65,182
MPO,3,52.50,Ben Preston,144400,935,-8,64,952,63,57,1010,63,62,948,65,183
MPO,4,45.00,Pete Dawson,8870,970,-6,68,919,63,62,969,63,55,1009,65,185
MPO,5,37.50,Michael Sharkey,113299,966,-5,63,960,63,64,952,63,59,974,65,186
MPO,6,30.00,Chris Flyin’ O'Brien,34659,977,-3,64,952,63,58,1002,63,66,913,65,188
MPO,7,22.50,Rick Rick,37024,971,+1,67,927,63,67,927,63,58,983,65,192
MPO,7,22.50,John Bruce,8845,957,+1,65,944,63,61,977,63,66,913,65,192
MPO,9,7.50,Patrick McCauley,106061,905,+16,65,944,63,72,886,63,70,878,65,207
FPO,1,4.50,Rachel Turton,144658,937,+1,64,952,63,64,952,63,64,930,65,192
MP40,1,6.00,Ben Heywood,144476,933,+4,70,903,63,62,969,63,63,939,65,195
MA1,1,82.50,Ewan Penman,205573,902,+3,66,936,63,66,936,63,62,948,65,194
MA1,2,75.00,Ross MacSporran,180534,892,+5,68,919,63,64,952,63,64,930,65,196
MA1,3,67.50,Martin Hill,132715,904,+14,71,894,63,65,944,63,69,887,65,205
MA1,4,60.00,Jack Edgar,173197,925,+18,76,853,63,67,927,63,66,913,65,209
MA1,5,52.50,Alan Davidson,107583,899,+19,71,894,63,72,886,63,67,904,65,210
MA1,6,45.00,Callum Taylor,253060,911,+20,73,878,63,73,878,63,65,922,65,211
MA1,6,45.00,Cole Hamilton,107940,888,+20,73,878,63,70,903,63,68,895,65,211
MA1,8,30.00,Fergus McLean,176700,915,+23,69,911,63,71,894,63,74,843,65,214
MA1,9,22.50,Harry Messenger,110254,932,+24,73,878,63,76,853,63,66,913,65,215
MA1,9,22.50,Ben Bolton,179709,901,+24,75,861,63,67,927,63,73,852,65,215
MA1,11,7.50,Nathan Cox,244831,858,+26,73,878,63,71,894,63,73,852,65,217
FA1,1,4.50,Tiffany Strandbygaard,144811,886,+22,70,903,63,73,878,63,70,878,65,213
MA40,1,36.00,Graham McGill,171402,896,+9,64,952,63,73,878,63,63,939,65,200
MA40,2,30.00,Paul Hodgson,80099,890,+10,67,927,63,70,903,63,64,930,65,201
MA40,3,24.00,Andrew Finlay,80128,911,+13,72,886,63,67,927,63,65,922,65,204
MA40,4,18.00,Trevor Bechtel,8805,902,+22,74,870,63,73,878,63,66,913,65,213
MA40,5,12.00,Lloyd Wells,201061,900,+23,83,795,63,63,960,63,68,895,65,214
MA40,6,6.00,David Wilson,203788,866,+28,73,878,63,74,870,63,72,861,65,219
MA50,1,13.50,Euan Pettitt,58203,876,+9,55,911,59,73,878,63,68,895,65,196
MA50,2,9.00,FRENCHIE .,104912,855,+25,63,819,59,73,878,63,76,826,65,212
MA50,3,4.50,Peter Keightley,146860,846,+30,65,796,59,76,853,63,76,826,65,217
MA60,1,3.00,Eric Turton,224750,798,+38,63,819,59,84,787,63,78,808,65,225
MA2,1,18.00,Thomas Wells,237667,887,+19,73,878,63,73,878,63,64,930,65,210
MA2,2,12.00,Kyle Roderick,203687,880,+23,75,861,63,70,903,63,69,887,65,214
MA2,3,6.00,Callum Beattie,147378,835,+35,78,837,63,72,886,63,76,826,65,226
MA3,1,67.50,Ritchie Gardner,205247,881,+13,63,819,59,69,911,63,68,895,65,200
MA3,2,63.00,Richard Backhouse,260906,868,+13,60,854,59,76,853,63,64,930,65,200
MA3,3,58.50,Duffy .,157352,890,+14,60,854,59,66,936,63,75,834,65,201
MA3,4,54.00,Ross Brown,239336,852,+15,56,900,59,73,878,63,73,852,65,202
MA3,5,49.50,John Hood,113996,858,+18,60,854,59,74,870,63,71,869,65,205
MA3,6,45.00,Peter Morrison,188781,850,+22,61,842,59,80,820,63,68,895,65,209
MA3,7,40.50,Callum Girdwood,252442,870,+28,65,796,59,76,853,63,74,843,65,215
MA3,7,40.50,James Clark,120496,823,+28,61,842,59,80,820,63,74,843,65,215
MA3,9,31.50,Ryan Junor,228334,810,+29,64,807,59,76,853,63,76,826,65,216
MA3,9,31.50,Phil Kirby,243795,857,+29,60,854,59,77,845,63,79,799,65,216
MA3,11,22.50,Thomas Dunn,257437,798,+35,64,807,59,82,804,63,76,826,65,222
MA3,12,18.00,Euan Boyle,228348,796,+37,64,807,59,85,779,63,75,834,65,224
MA3,12,18.00,James Reddaway,259983,820,+37,62,830,59,84,787,63,78,808,65,224
MA3,14,0.00,Taran Fiddes,,,,65,796,59,77,845,63,999,,65,DNF
MA3,15,0.00,Peter O'Brien,174236,835,,61,842,59,999,,63,999,,65,DNF
MA4,1,18.00,Richard Beaumont,252556,826,-7,58,877,59,60,854,59,52,946,59,170
MA4,2,15.00,Laura Fyfe,150220,826,+10,66,784,59,63,819,59,58,877,59,187
MA4,2,15.00,Grant Lopes,,,+10,63,819,59,59,865,59,65,796,59,187
MA4,4,9.00,Tom Bowen,168079,790,+16,66,784,59,68,761,59,59,865,59,193
MA4,5,0.00,Kristopher Glen,228499,803,,63,819,59,60,854,59,999,,59,DNF
MA4,6,0.00,Cammy Greig,232353,772,,76,669,59,,,59,999,,59,DNF
MJ12,1,1.50,Rowan Gower,253389,679,+40,81,611,59,,,59,77,657,59,158
MJ08,1,0.75,Maverick Beaumont,252560,543,+61,89,519,59,,,59,90,508,59,179

Event: GGO: Glasgow GIAB Open 2023
MPO,1,30.00,Rick Rick,37024,970,-27,48,1005,56,48,1005,56,45,1032,56,141
MPO,2,25.00,Ashton Gade,55766,975,-24,50,983,56,47,1016,56,47,1009,56,144
MPO,3,20.00,Chris Smith,107706,970,-13,53,951,56,50,983,56,52,953,56,155
MPO,4,15.00,Rachel Turton,144658,936,-10,53,951,56,51,973,56,54,930,56,158
MPO,5,10.00,Sami Havuluoto,112593,957,-6,50,983,56,56,918,56,56,907,56,162
MPO,6,5.00,Patrick McCauley,106061,905,+5,61,863,56,58,896,56,54,930,56,173
MP40,1,12.00,Jester Wilson,8817,934,-3,55,929,56,56,918,56,54,930,56,165
MP40,2,8.00,Ben Heywood,144476,933,+2,59,885,56,58,896,56,53,941,56,170
MP40,3,4.00,Graham Robbie,62324,885,+11,66,808,56,60,874,56,53,941,56,179
MA1,1,40.00,Alan Davidson,107583,900,-2,55,929,56,56,918,56,55,919,56,166
MA1,2,35.00,Peter Dagen,,,-1,55,929,56,56,918,56,56,907,56,167
MA1,2,35.00,Fergus McLean,176700,917,-1,53,951,56,57,907,56,57,896,56,167
MA1,4,25.00,Stephen Coulter,183670,910,+4,59,885,56,55,929,56,58,885,56,172
MA1,5,20.00,Ross MacSporran,180534,897,+5,57,907,56,56,918,56,60,862,56,173
MA1,6,15.00,David Lindsay,218208,885,+12,64,830,56,59,885,56,57,896,56,180
MA1,7,10.00,Daniel Morgan,140118,893,+14,60,874,56,63,841,56,59,874,56,182
MA1,8,5.00,Andrew Coulter,184370,863,+16,56,918,56,67,798,56,61,851,56,184
MA40,1,12.00,Graham McGill,171402,900,-3,53,951,56,53,951,56,59,874,56,165
MA40,2,8.00,Lloyd Wells,201061,909,+13,59,885,56,61,863,56,61,851,56,181
MA40,3,4.00,Domenico Gioda,264512,837,+40,75,710,56,65,819,56,68,772,56,208
MA50,1,18.00,Paul Molloy,116914,847,+12,58,896,56,62,852,56,60,862,56,180
MA50,2,15.00,FRENCHIE .,104912,851,+15,60,874,56,63,841,56,60,862,56,183
MA50,3,12.00,Peter Keightley,146860,836,+20,62,852,56,68,787,56,58,885,56,188
MA50,4,9.00,Hugh Watson,230206,817,+34,68,787,56,72,743,56,62,840,56,202
MA50,5,6.00,Brendan McCauley,196705,787,+41,68,787,56,68,787,56,73,716,56,209
MA50,6,0.00,Seamus Scanlon,11756,908,,53,951,56,56,918,56,999,,56,DNF
MA60,1,2.00,Eric Turton,224750,794,+33,63,841,56,70,765,56,68,772,56,201
MA2,1,24.00,Callum Taylor,253060,904,-8,52,962,56,57,907,56,51,964,56,160
MA2,2,20.00,Thomas Wells,237667,882,+8,60,874,56,57,907,56,59,874,56,176
MA2,3,16.00,Benny Sood,245564,852,+10,56,918,56,61,863,56,61,851,56,178
MA2,4,12.00,Mauro Allietta,210951,857,+13,58,896,56,63,841,56,60,862,56,181
MA2,5,8.00,Callum Beattie,147378,838,+21,62,852,56,64,830,56,63,828,56,189
MA2,6,4.00,Tony Deebank,171338,870,+22,66,808,56,63,841,56,61,851,56,190
MA3,1,39.00,Richard Backhouse,260906,879,-2,60,874,56,53,951,56,53,941,56,166
MA3,2,36.00,Phil Kirby,243795,850,+8,60,874,56,60,874,56,56,907,56,176
MA3,3,33.00,John Hood,113996,871,+9,58,896,56,62,852,56,57,896,56,177
MA3,4,30.00,Peter Morrison,188781,842,+10,58,896,56,59,885,56,61,851,56,178
MA3,5,27.00,Alex Burton,233465,871,+11,59,885,56,63,841,56,57,896,56,179
MA3,6,24.00,Laura Fyfe,150220,832,+18,62,852,56,62,852,56,62,840,56,186
MA3,7,21.00,Euan Boyle,228348,802,+19,60,874,56,65,819,56,62,840,56,187
MA3,7,21.00,Jason Glen,226786,817,+19,60,874,56,60,874,56,67,783,56,187
MA3,9,15.00,Ross Brown,239336,861,+24,64,830,56,64,830,56,64,817,56,192
MA3,10,12.00,Kristopher Glen,228499,810,+33,73,732,56,63,841,56,65,806,56,201
MA3,11,9.00,Mike Beard,225151,792,+34,65,819,56,75,710,56,62,840,56,202
MA3,12,6.00,Leo Tan,257117,743,+36,69,776,56,68,787,56,67,783,56,204
MA3,13,3.00,James Reddaway,259983,817,+37,68,787,56,69,776,56,68,772,56,205
