Name,Division ID,Event,Adjusted Total,rank,Quaich Tour Points
Roisin Kelly,FA2,The Perthshire Open,1998.0,27.0,1
Roisin Kelly,FA3,The Social at Bluebell Woods presented by Latitude 64,280.0,43.0,20
Roisin Kelly,FA2,RRR : Rosshall-Ruchill Rumble 2023,140.0,45.0,9
Ross Brown,MPO,Scottish Matchplay Championships - Ides of Match,52,52.0,29
Ross Brown,MA40,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,142.0,18.0,69
Ross Brown,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,136.0,13.0,46
Ross Brown,MA3,Scottish Open 2023 presented by Latitude 64,1998.0,63.0,4
Ross Brown,MA3,Caledonian Open,187.0,22.0,73
Ross Brown,MA3,The Perthshire Open,122.0,17.0,39
Ross Brown,MA3,The Social at Bluebell Woods presented by Latitude 64,271.0,31.0,42
Ross Brown,MA3,BIRN Amateur Championships ,121.0,19.0,57
Ross Brown,MA3,RRR : Rosshall-Ruchill Rumble 2023,120.0,18.0,64
Ross Brown,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,113.0,15.0,64
Ross Brown,MA3,Scottish National Championships,428.0,41.0,37
Ross Brown,MA3,GGO: Glasgow GIAB Open 2023,192.0,37.0,20
Ross Johnstone,MPO,Scottish Matchplay Championships - Ides of Match,66,66.0,3
Ross Johnstone,MA4,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,266.0,25.0,56
Ross Johnstone,MA3,Caledonian Open,202.0,36.0,42
Ross MacSporran,MA1,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,135.0,12.0,80
Ross MacSporran,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,137.0,14.0,41
Ross MacSporran,MA1,Scottish Open 2023 presented by Latitude 64,175.0,33.0,60
Ross MacSporran,MA1,The Perthshire Open,114.0,9.0,69
Ross MacSporran,MA1,The Social at Bluebell Woods presented by Latitude 64,138.0,11.0,80
Ross MacSporran,MA1,Scottish National Championships,196.0,12.0,97
Ross MacSporran,MA1,GGO: Glasgow GIAB Open 2023,173.0,15.0,69
Rowan Gower,MJ12,The Social at Bluebell Woods presented by Latitude 64,279.0,42.0,21
Rowan Gower,MJ12,BIRN Amateur Championships ,150.0,41.0,5
Rowan Gower,MJ12,Scottish National Championships,1998.0,54.0,10
Rowan MacRae,MJ18,Caledonian Open,1998.0,54.0,2
Ryan Junor,MPO,Scottish Matchplay Championships - Ides of Match,50,50.0,34
Ryan Junor,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,279.0,33.0,42
Ryan Junor,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,160.0,22.0,5
Ryan Junor,MA3,Scottish Open 2023 presented by Latitude 64,183.0,40.0,46
Ryan Junor,MA3,Caledonian Open,204.0,39.0,36
Ryan Junor,MA3,North Fife Open,246.0,24.0,33
Ryan Junor,MA3,The Social at Bluebell Woods presented by Latitude 64,271.0,31.0,42
Ryan Junor,MA3,Scottish National Championships,442.0,47.0,25
Sami Havuluoto,MA1,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,129.0,6.0,91
Sami Havuluoto,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,127.0,5.0,82
Sami Havuluoto,MPO,Scottish Open 2023 presented by Latitude 64,164.0,15.0,93
Sami Havuluoto,MPO,Caledonian Open,158.0,2.0,117
Sami Havuluoto,MPO,North Fife Open,195.0,1.0,120
Sami Havuluoto,MPO,BIRN Amateur Championships ,101.0,1.0,100
Sami Havuluoto,MPO,RRR : Rosshall-Ruchill Rumble 2023,102.0,2.0,97
Sami Havuluoto,MPO,GGO: Glasgow GIAB Open 2023,162.0,6.0,89
Samuel Mortimer,MA4,The Social at Bluebell Woods presented by Latitude 64,259.0,16.0,71
Sanyam McNie,MA40,Battle on the Bann ‘23 in association with Flickline Disc golf,379.0,13.0,65
Sanyam McNie,MA2,Caledonian Open,188.0,24.0,68
Sanyam McNie,MA2,Highland Open,235.0,10.0,64
Sanyam McNie,MA1,The Irish Open '23,196.0,12.0,92
Scott Jenkins,MA2,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,212.0,18.0,70
Scott Stokely,MPO,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,165.0,1.0,120
Scott Stokely,MPO,Scottish Open 2023 presented by Latitude 64,139.0,1.0,120
Seamus Scanlon,MPO,Scottish Matchplay Championships - Ides of Match,9,9.0,89
Seamus Scanlon,MA1,Scottish Open 2023 presented by Latitude 64,164.0,15.0,93
Seamus Scanlon,MA2,BIRN Amateur Championships ,121.0,19.0,57
Seamus Scanlon,MA50,RRR : Rosshall-Ruchill Rumble 2023,109.0,9.0,83
Seamus Scanlon,MA50,GGO: Glasgow GIAB Open 2023,1998.0,46.0,1
Sean Craig,MA1,Battle on the Bann ‘23 in association with Flickline Disc golf,193.0,10.0,73
Sean Craig,MA1,The Irish Open '23,193.0,9.0,99
Sean Craig,MA1,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,108.0,7.0,84
Sean Henry,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,1998.0,40.0,1
Seonaidh Charity,MPO,The Irish Open '23,171.0,1.0,120
Shaun MacEachen,MA3,Farewell Fanmore ,291.0,36.0,27
Shaun MacEachen,MA4,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,293.0,52.0,8
Shaun MacEachen,MA4,Caledonian Open,229.0,47.0,18
Shaun MacEachen,MA3,Highland Open,303.0,22.0,16
Shaun MacEachen,MA3,The Perthshire Open,133.0,23.0,16
Shaun MacEachen,MA4,BIRN Amateur Championships ,145.0,40.0,8
Shaun MacEachen,MA3,RRR : Rosshall-Ruchill Rumble 2023,136.0,44.0,11
Stephen Coulter,MA2,Scottish Open 2023 presented by Latitude 64,172.0,26.0,73
Stephen Coulter,MA1,The Irish Open '23,193.0,9.0,99
Stephen Coulter,MA1,GGO: Glasgow GIAB Open 2023,172.0,14.0,71
Stephen Douglas,MA4,The Social at Bluebell Woods presented by Latitude 64,302.0,50.0,6
Stephen Scott,MA3,Farewell Fanmore ,226.0,18.0,64
Stephen Scott,MA3,Caledonian Open,180.0,13.0,93
Stephen Scott,MA3,North Fife Open,241.0,22.0,42
Steven Balliet,MA3,Caledonian Open,248.0,51.0,9
Stuart Bell,MA60,Caledonian Open,198.0,33.0,49
Stuart Lockhart,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,272.0,29.0,49
Stuart Lockhart,MA3,Scottish Open 2023 presented by Latitude 64,189.0,47.0,33
Stuart Lockhart,MA3,The Social at Bluebell Woods presented by Latitude 64,271.0,31.0,42
Tandala MacRae,FA3,Farewell Fanmore ,1998.0,38.0,23
Tandala MacRae,FA3,Caledonian Open,1998.0,54.0,2
Tandala MacRae,FA3,The Social at Bluebell Woods presented by Latitude 64,275.0,39.0,27
Taran Fiddes,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,282.0,38.0,33
Taran Fiddes,MA3,Scottish National Championships,1998.0,54.0,10
Taran Fiddes,MA3,Scottish Matchplay Championships - Ides of Match,62,62.0,14
Theo Craig,MA4,The Irish Open '23,445.0,37.0,30
Theo Craig,MA4,BIRN Amateur Championships ,132.0,38.0,12
Theodore Olsen,MA2,Caledonian Open,189.0,25.0,67
Theodore Olsen,MA2,Highland Open,233.0,6.0,80
Thomas Dunn,MA4,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,275.0,30.0,47
Thomas Dunn,MA4,The Social at Bluebell Woods presented by Latitude 64,263.0,21.0,61
Thomas Dunn,MA2,RRR : Rosshall-Ruchill Rumble 2023,131.0,40.0,19
Thomas Dunn,MA3,Scottish National Championships,448.0,50.0,19
Thomas Dunn,MA3,Scottish Matchplay Championships - Ides of Match,58,58.0,24
Thomas Wells,MPO,Scottish Matchplay Championships - Ides of Match,28,28.0,60
Thomas Wells,MA2,Farewell Fanmore ,211.0,10.0,81
Thomas Wells,MA2,Caledonian Open,183.0,15.0,88
Thomas Wells,MA2,Highland Open,247.0,17.0,36
Thomas Wells,MA2,The Perthshire Open,115.0,12.0,58
Thomas Wells,MA2,North Fife Open,221.0,12.0,78
Thomas Wells,MA2,BIRN Amateur Championships ,119.0,13.0,71
Thomas Wells,MA2,RRR : Rosshall-Ruchill Rumble 2023,121.0,20.0,60
Thomas Wells,MA2,Scottish National Championships,210.0,19.0,82
Thomas Wells,MA2,GGO: Glasgow GIAB Open 2023,176.0,17.0,64
Thoren Long,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,138.0,32.0,21
Tiffany Strandbygaard,MPO,Scottish Matchplay Championships - Ides of Match,17,17.0,79
Tiffany Strandbygaard,MA1,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,126.0,3.0,96
Tiffany Strandbygaard,FPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,129.0,7.0,73
Tiffany Strandbygaard,MA1,Scottish Open 2023 presented by Latitude 64,166.0,17.0,90
Tiffany Strandbygaard,MA1,Caledonian Open,172.0,7.0,106
Tiffany Strandbygaard,MA1,Highland Open,240.0,12.0,56
Tiffany Strandbygaard,MA1,The Irish Open '23,203.0,15.0,85
Tiffany Strandbygaard,MA1,North Fife Open,227.0,19.0,52
Tiffany Strandbygaard,FA1,The Social at Bluebell Woods presented by Latitude 64,261.0,19.0,65
Tiffany Strandbygaard,MA2,BIRN Amateur Championships ,120.0,15.0,67
Tiffany Strandbygaard,MA1,RRR : Rosshall-Ruchill Rumble 2023,124.0,25.0,50
Tiffany Strandbygaard,FA1,Scottish National Championships,213.0,23.0,74
Tim Herring,MA50,Farewell Fanmore ,234.0,23.0,54
Tim Herring,MA50,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,253.0,37.0,18
Tobi Bialecki,MJ18,The Irish Open '23,485.0,44.0,13
Tobi Bialecki,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,142.0,35.0,13
Tom Bowen,MA4,Scottish National Championships,418.0,36.0,48
Tom Warren,MPO,Scottish Matchplay Championships - Ides of Match,51,51.0,32
Tom Warren,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,289.0,47.0,17
Tom Warren,MA3,Highland Open,1998.0,24.0,8
Tom Warren,MA3,The Social at Bluebell Woods presented by Latitude 64,282.0,45.0,16
Tony Deebank,MA2,Scottish Open 2023 presented by Latitude 64,183.0,40.0,46
Tony Deebank,MA2,RRR : Rosshall-Ruchill Rumble 2023,126.0,32.0,36
Tony Deebank,MA2,GGO: Glasgow GIAB Open 2023,190.0,36.0,23
Trant Luard,MA65,Farewell Fanmore ,1998.0,38.0,23
Trevor Bechtel,MPO,Scottish Matchplay Championships - Ides of Match,13,13.0,79
Trevor Bechtel,MA40,Farewell Fanmore ,205.0,6.0,89
Trevor Bechtel,MA40,Caledonian Open,175.0,10.0,99
Trevor Bechtel,MA40,Highland Open,233.0,6.0,80
Trevor Bechtel,MA40,RRR : Rosshall-Ruchill Rumble 2023,125.0,28.0,44
Trevor Bechtel,MA40,Scottish National Championships,213.0,23.0,74
Willem Mortimer,MJ12,The Social at Bluebell Woods presented by Latitude 64,280.0,43.0,20
William Martin,MPO,The Irish Open '23,184.0,6.0,106
Woodstock Harding,MP40,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,204.0,11.0,91
Yair Razin,MPO,Scottish Open 2023 presented by Latitude 64,152.0,8.0,106
Zac Bowles,MJ18,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,264.0,39.0,12
Zaki Naqvi,MA1,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,214.0,19.0,68
Zoe AnDyke,FPO,Battle on the Bann ‘23 in association with Flickline Disc golf,176.0,2.0,97
Zvi Teff,MA2,Farewell Fanmore ,224.0,16.0,69
Zvi Teff,MA2,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,221.0,27.0,45
